Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
391001,Bedouin lamb beit kalawi (Chemical free) - frozen,"<p class=""MsoNormal""><b><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Bedouin Lamb Chops – Frozen </span></b></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Weight: 500g</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Description: </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">NGS lamb is proudly free range and grass fed chemical free meat. </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">High quality lamb chops coming from well fed lamb grazed in the Bedouin highlands. </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;""> </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Health Benefits:</span></p> <p class=""MsoListParagraphCxSpFirst"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Grass fed lamb contains higher content of Omega-3 and Omega-6 which are vital nutrients for heart &amp; brain functions </span></p> <p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Twice content of CLA (conjugated linoleic acid) than conventional fed lamb, which marks reduced inflammation and reduced body fat</span></p> <p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Rich in iron and zinc in a more easily absorbed form than in beef and plants</span></p> <p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Excellent source of Vit. B12 among other vitamins, selenium and phosphorus</span></p> <p class=""MsoListParagraphCxSpLast"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">High quality protein necessary for maintaining muscle mass and strengthening the immune system</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Usage:</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Melt – in – the – mouth lamb chops bursting with flavor – Just grill or BBQ !</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Precautions:</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Increased consumption of red meats could cause gout, some cancers and heart diseases. </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Storage:</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; mso-bidi-language: AR-EG;"">Keep frozen. Do not thaw and refreeze.</span></p> <p><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: 'Century Gothic'; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: Tahoma; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-EG;"">Origin: Egypt</span></p> <p><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: 'Century Gothic'; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: Tahoma; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-EG;""><img alt="""" src=""//i.imgur.com/MGY833r.png"" height=""75"" width=""96""></span></p>",Obayed,Lamb,"Chemical free, Frozen, Lamb",true,Title,Default Title,,,,,391001,0,shopify,28,deny,manual,65.00,,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/BEDOUIN_LAMB_BEIT_KALAWI.jpg?v=1430316402,,false,,,,,,,,,,,,,,,,,kg
381006,Sweet almond oil with lavender,<p>125 ml</p>,Nefrtari,Cosmetics,Body products,false,Title,Default Title,,,,,381006,0,shopify,0,deny,manual,50.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
381005,Sweet almond oil,"<p>Weight 125 ml , Ideal for body massage , thin viscosity , highly nutrient for the skin , rapidly absorbed from the skin , fights skin dryness and roughness for the rough areas as elbows and knees .</p>",Nefrtari,Cosmetics,Body products,false,Title,Default Title,,,,,381005,0,shopify,0,deny,manual,40.00,,true,,,https://cdn.shopify.com/s/files/1/0106/4982/products/46.jpeg?v=1430449579,,false,,,,,,,,,,,,,,,,,kg
381003,Shea butter soap,"",Nefrtari,Cosmetics,Body products,false,Title,Default Title,,,,,381003,0,shopify,0,deny,manual,45.00,,true,,,https://cdn.shopify.com/s/files/1/0106/4982/products/MO28061_copy.jpeg?v=1430449542,,false,,,,,,,,,,,,,,,,,kg
381002,Face and body silky cream with vanilla,"<p>100% natural , Face and body cream with vanilla , ?it nourishes , moisturizes the face and body without clogging the pores , it comes either with frangipani essential oil or with orange rid essential oil .</p> <p>Use daily after bath to maintain a healthy younger softer skin .</p> <p>Ingredients : Bees wax , Cocoa butter , Coconut oil , Wheat germ oil and water .</p>",Nefrtari,Cosmetics,Facial products,false,Title,Default Title,,,,,381002,0,shopify,0,deny,manual,60.00,,true,,,,,false,,,,,,,,,,,,,,,,,kg
381001,Coconut oil (skin & hair),"<p>Weight 125ml , The coconut oil is perfect for moisturizing both hands and body , coconut oil is light and easly absorbed into the skin leaving it satin smooth.</p> <p>It can also be used as an intensive treatment to moisturize and condition brittle , dull or dry hair . ( coconut oil for skin and hair )</p>",Nefrtari,Cosmetics,Body products,false,Title,Default Title,,,,,381001,0,shopify,0,deny,manual,34.00,,true,,,https://cdn.shopify.com/s/files/1/0106/4982/products/58_8fad740a-87ef-42a4-93e2-40f4d99ced53.jpg?v=1430391676,,false,,,,,,,,,,,,,,,,,kg
371001,Balady raw Honey,"<h3>500g Jar</h3> <h3 class=""normal"" style=""text-align: justify;""><b>Balady products- Good for farmers, Good for you?</b></h3> <p><span style=""font-size: 11.0pt; mso-bidi-font-size: 10.0pt; line-height: 115%; font-family: 'Arial','sans-serif'; mso-fareast-font-family: Arial; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;"">Raw honey from Egyptian-Italian bee variety (Apis mellifera) raised in hives across badrashin area. Filtered but non -pasteurised means that the honey will crystallize over time, and will contain all the yeasts and enzymes ensuring a more nutritious honey</span></p>",Nawaya,Honey,honey,false,Title,Default Title,,,,,371001,0,shopify,0,deny,manual,35.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/318.jpg?v=1430315493,,false,,,,,,,,,,,,,,,,,kg
361010,Whole grain rice cakes (organic) low fat - lightly salted,<p>130g</p>,mmb,Snacks,"Crackers, Organic",false,Title,Default Title,,,,,361010,0,shopify,0,deny,manual,24.00,,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
361009,Whole grain rice cakes (low fat)-lightly salted),<p>130g</p>,mmb,Snacks,"Crackers, Wheight loss",false,Title,Default Title,,,,,361009,0,shopify,0,deny,manual,24.00,,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
361008,White tea with peach,"<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Weight: 1 L</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Description:</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">White tea, originating from the Fujian Provence of China, is blended with peach resulting in an exotic, thirst-quenching and totally unique fusion. </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">No Artificial Colorings – No Artificial Additives – No Artificial Sweeteners – No Artificial Preservatives – No GMO's</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Health Benefits:</span></p> <p class=""MsoListParagraphCxSpFirst"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">White tea is richer in antioxidants than green tea, making it good for weight loss and also beneficial in preventing cancers</span></p> <p class=""MsoListParagraphCxSpLast"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Peaches with high content of Vit. C and flavonoids, help in maintaining healthy skin &amp; healthy eyesight. </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Usage: </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Best served chilled. Shake well before drinking and use within 4 days of opening. </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Precautions: N/A </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Storage:</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">After opening, store product in refrigerator. </span></p> <p><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-bidi-font-family: Arial; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Origin: UK</span></p> <p><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-bidi-font-family: Arial; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;""><img alt="""" src=""//i.imgur.com/lTWJmyp.png"" height=""75"" width=""96"">  <img alt="""" src=""//i.imgur.com/7DB1ZWE.png"" height=""75"" width=""96""> <img alt="""" src=""//i.imgur.com/52T7oV8.png"" height=""75"" width=""96""> <img alt="""" src=""//i.imgur.com/8jHwUik.png"" height=""75"" width=""96""></span></p>",mmb,Beverages,"gluten free, lactose free, sugar free, Tea, Vegan",true,Title,Default Title,,,,,361008,0,shopify,12,deny,manual,30.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/21.jpeg?v=1430449609,,false,,,,,,,,,,,,,,,,,kg
361007,Red Superberry juice,"<p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""color: #372710; font-size: 10.5pt; line-height: 115%;"">Weight: 1L</span></p> <p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Description:</span></p> <p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Superberries is a red berry juice combining pomegranate, aronia berry, cranberry and grape to produce the ultimate concentration of taste and goodness.</span></p> <p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">No Artificial Colourings – No Artificial Additives – No Artificial Sweeteners – No Artificial Preservatives – No GMO’s </span></p> <p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Health benefits:</span></p> <p class=""MsoListParagraphCxSpFirst"" style=""margin-right: 1.0in; mso-add-space: auto; text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 10.5pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; color: #372710;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">         </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Berries contain anti-oxidants with anti-inflammatory benefits </span></p> <p class=""MsoListParagraphCxSpMiddle"" style=""margin-right: 1.0in; mso-add-space: auto; text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 10.5pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; color: #372710;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">         </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Berries contain colored pigments that are good for heart functions </span></p> <p class=""MsoListParagraphCxSpLast"" style=""margin-right: 1.0in; mso-add-space: auto; text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 10.5pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; color: #372710;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">         </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Berries have anti-aging properties </span></p> <p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Usage:</span></p> <p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Best served chilled. Shake well before drinking and use within 4 days of opening. </span></p> <p class=""MsoNormal"" style=""margin-right: 1.0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Storage:</span></p> <p class=""MsoNormal""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">After opening, store product in refrigerator.</span></p> <div style=""mso-element: para-border-div; border: none; border-bottom: solid windowtext 1.0pt; mso-border-bottom-alt: solid windowtext .75pt; padding: 0in 0in 1.0pt 0in; margin-left: 0in; margin-right: 1.0in;""> <p class=""MsoNormal"" style=""border: none; mso-border-bottom-alt: solid windowtext .75pt; padding: 0in; mso-padding-alt: 0in 0in 1.0pt 0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;"">Origin: UK .</span></p> <p class=""MsoNormal"" style=""border: none; mso-border-bottom-alt: solid windowtext .75pt; padding: 0in; mso-padding-alt: 0in 0in 1.0pt 0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;""></span></p> <p class=""MsoNormal"" style=""border: none; mso-border-bottom-alt: solid windowtext .75pt; padding: 0in; mso-padding-alt: 0in 0in 1.0pt 0in;""><span style=""font-size: 10.5pt; line-height: 115%; color: #372710;""><img style=""color: #000000; font-size: 10px; line-height: normal;"" alt="""" src=""//i.imgur.com/9qAFkeb.png"" height=""75"" width=""96""><img style=""color: #000000; font-size: 10px;"" alt="""" src=""//i.imgur.com/52T7oV8.png"" height=""75"" width=""96""><img style=""color: #000000; font-size: 10px;"" alt="""" src=""//i.imgur.com/8jHwUik.png"" height=""75"" width=""96""><img style=""color: #000000; font-size: 10px;"" alt="""" src=""//i.imgur.com/7DB1ZWE.png"" height=""75"" width=""96""><img style=""color: #000000; font-size: 10px;"" alt="""" src=""//i.imgur.com/lTWJmyp.png"" height=""75"" width=""96""></span></p> </div>",mmb,Beverages,"Beverages, gluten free, Super food, Weight loss",true,Title,Default Title,,,,,361007,0,shopify,1,deny,manual,30.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/14.jpg?v=1440323118,,false,,,,,,,,,,,,,,,,,kg
361006,Purple superberry juice,"<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Weight: 1 L </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Description: </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Purple superberry juice blends some of the richest, most exotic dark fruits in one drink with an awesome kick! </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">No Artificial Colorings – No Artificial Additives – No Artificial Sweeteners – No Artificial Preservatives – No GMO's</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Health Benefits:</span></p> <p class=""MsoListParagraphCxSpFirst"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Purple berries are packed with anthocyanin and powerful antioxidants </span></p> <p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Boosts a healthy heart system </span></p> <p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Reduces risk of colorectal cancers </span></p> <p class=""MsoListParagraphCxSpLast"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Helps in preventing urinary tract infections</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Usage: </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Best served chilled. Shake well before drinking and use within 4 days of opening. </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Precautions: N/A </span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">Storage:</span></p> <p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif';"">After opening, store product in refrigerator. </span></p> <p><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-bidi-font-family: Arial; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Origin: UK</span></p> <p><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-bidi-font-family: Arial; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;""><img alt="""" src=""//i.imgur.com/lTWJmyp.png"" height=""75"" width=""96""> <img alt="""" src=""//i.imgur.com/7DB1ZWE.png"" height=""75"" width=""96"">  <img alt="""" src=""//i.imgur.com/52T7oV8.png"" height=""75"" width=""96""></span></p>",mmb,Beverages,"gluten free, Juice, lactose free, sugar free, Vegan, Weight loss",true,Title,Default Title,,,,,361006,0,shopify,5,deny,manual,30.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/superberrp_large_copy_83dd351f-6aaf-4edd-b9a4-f85a4a35487c.png?v=1430449477,,false,,,,,,,,,,,,,,,,,kg
