Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Gross Profit,Revenue,Cost of Goods,Margin,Tax
Sea salt ( potugese ) - fine grind 453g,281037,,,Hv,Spices,Spices,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,107.500000,55.500000,37.500000,87.183099,37.500000,120.000000,179.629983,93.181644,45.000000,762.994726,3137.994726,2375.000000,0.243147,0.000000
Baking soda 453g,281003,,,Hv,Baking products,"gluten free, Baking Products",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,75.000000,15.000000,90.000000,112.500000,135.000000,120.000000,47.250000,31.500000,741.250000,3135.000000,2393.750000,0.236443,0.000000
Sixth of October above 300 L.E,SixthofOctoberabove300LE,,Freight,Freight,General,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.000000,340.000000,340.000000,20.000000,180.000000,380.000000,460.000000,398.085653,553.390837,360.000000,3071.476491,3071.476491,0.000000,1.000000,0.000000
Zucchini ( chemical free ),Organiczucchini,,NGS,Sara nour,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,30.000000,43.500000,52.000000,64.000000,56.000000,106.000000,145.000000,127.500000,105.000000,68.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,800.000000,2902.500000,2102.500000,0.275624,0.000000
Sweet potatoes (Chemical free),141009,,NGS,El Hoda,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.400000,0.000000,0.000000,49.550000,99.200000,174.561645,158.408424,101.643410,129.600000,719.363480,2833.013480,2113.650000,0.253922,0.000000
Red asparagus (chemical free),341030,,,MAKAR,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.000000,152.000000,112.000000,77.000000,28.000000,317.690535,140.000000,0.000000,0.000000,853.690535,2803.690535,1950.000000,0.304488,0.000000
Zucchini (chemical free),461033,,,Sara nour,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,218.500000,70.000000,2.500000,50.000000,110.000000,103.076923,240.681924,85.509227,49.800000,930.068074,2762.568074,1832.500000,0.336668,0.000000
Bananas (chemical free),50001,,NGS,Balaika,Fruits,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,474.980000,11.880000,0.000000,0.000000,0.000000,0.000000,0.000000,257.263401,195.300000,939.423401,2712.563401,1773.140000,0.346323,0.000000
Mushroom,20015,,NGS,Agrovate,Vegetables,Fresh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,246.500000,41.710000,58.500000,62.874830,123.500000,71.500000,54.653350,81.407778,109.232439,879.878397,2580.058397,1700.180000,0.341030,0.000000
Colored bell pepper (Chemical free),141003,,NGS,El Hoda,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,107.900000,67.250000,66.950000,77.250000,66.950000,30.900000,91.419743,61.513541,66.950000,637.083283,2420.683283,1783.600000,0.263183,0.000000
Cairo delivery fee,Cairodeliveryfee,,Freight,Freight,General,,0.000000,0.000000,630.000000,420.000000,610.000000,680.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2420.000000,2420.000000,0.000000,1.000000,0.000000
Lolla rossa (chemical free),341024,,,MAKAR,Vegetables,"Chemical free, Greens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,138.000000,72.000000,63.000000,148.185350,128.275353,122.232922,103.418890,32.920450,15.000000,832.032966,2287.122966,1455.090000,0.363790,0.000000
Green beans (chemical free) - french,341017,,,MAKAR,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.000000,89.000000,60.800000,-7.000000,42.000000,313.282397,35.000000,43.035028,21.000000,665.117425,2235.117425,1570.000000,0.297576,0.000000
Kiwi,Kiwi,,Kheir Misr,Rafic,Fresh fruits,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.100000,12.250000,13.650000,40.950000,30.450000,48.350000,42.300000,16.450000,23.030000,34.780000,21.150000,16.920000,13.630000,29.610000,23.970000,8.930000,17.390000,20.210000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,416.120000,2042.310000,1626.190000,0.203750,0.000000
Cucumber (organic),461042,,,Sara nour,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.500000,17.500000,3.500000,63.000000,160.000000,0.000000,164.600000,104.000000,572.100000,2034.600000,1462.500000,0.281185,0.000000
Balady eggs (chemical free),661001,,,Bio organic,Eggs,"Chemical free, Eggs",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.000000,104.000000,132.500000,166.015094,10.000000,0.000000,0.000000,0.000000,439.515094,1968.015094,1528.500000,0.223329,0.000000
Potatoes (chemical free),461023,,,Sara nour,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.500000,107.500000,65.000000,72.426471,82.500000,245.000000,125.040984,145.460251,84.250000,969.677705,1964.677705,995.000000,0.493556,0.000000
Tomatoes,Tomatoes,,Kheir Misr,Rafic,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.400000,21.000000,41.400000,44.400000,29.400000,33.940000,37.610000,12.350000,14.950000,39.650000,18.200000,13.650000,12.864735,18.200000,27.300000,16.250000,10.860000,7.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,404.704735,1964.244735,1559.540000,0.206036,0.000000
cucumber,cucumber,,Kheir Misr,Rafic,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.200000,12.400000,46.000000,26.400000,23.200000,37.240000,24.000000,7.240000,12.160000,31.920000,19.000000,16.720000,22.971670,13.680000,15.960000,14.440000,8.860000,6.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,342.321670,1960.611670,1618.290000,0.174599,0.000000
Spinach,Spinach,,Kheir Misr,Rafic,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.200000,32.500000,42.900000,50.700000,35.100000,69.400000,21.000000,0.000000,0.000000,0.000000,0.000000,2.340000,38.610000,36.270000,32.760000,18.720000,14.040000,8.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,407.730000,1911.130000,1503.400000,0.213345,0.000000
